2012-07-22 18:00:00.760315  29.29400197983 -87.52311060858
2012-07-22 18:15:00.763199  29.29321631892 -87.52301330633
2012-07-22 18:30:00.766082  29.29244909872 -87.52305161461
2012-07-22 18:45:00.768955  29.29171230111 -87.52323247741
2012-07-22 19:00:00.771839  29.29100184831 -87.52355624680
2012-07-22 19:15:00.774722  29.29030548794 -87.52402510810
2012-07-22 19:30:00.777595  29.28961372513 -87.52464848746
2012-07-22 19:45:00.780479  29.28892654117 -87.52544206487
2012-07-22 20:00:00.783362  29.28825263485 -87.52642147995
2012-07-22 20:15:00.786235  29.28760423755 -87.52759484619
2012-07-22 20:30:00.789119  29.28699351584 -87.52895803417
2012-07-22 20:45:00.791992  29.28643330731 -87.53049410573
2012-07-22 21:00:00.794875  29.28593931445 -87.53217523315
2012-07-22 21:15:00.797759  29.28552871508 -87.53396498823
2012-07-22 21:30:00.800632  29.28521378230 -87.53582147227
2012-07-22 21:45:00.803516  29.28499540405 -87.53770317850
2012-07-22 22:00:00.806399  29.28486254522 -87.53957738934
2012-07-22 22:15:00.809272  29.28479800396 -87.54142797519
2012-07-22 22:30:00.812156  29.28478605920 -87.54325872822
2012-07-22 22:45:00.815039  29.28481868908 -87.54509063800
2012-07-22 23:00:00.817912  29.28489973390 -87.54695402054
2012-07-22 23:15:00.820796  29.28504673928 -87.54887680830
2012-07-22 23:30:00.823679  29.28528883249 -87.55087100256
2012-07-22 23:45:00.826552  29.28565858899 -87.55292203354
2012-07-23 00:00:00.829436  29.28617931698 -87.55498829867
2012-07-23 00:15:00.832319  29.28685442854 -87.55701474461
2012-07-23 00:30:00.835192  29.28766570183 -87.55895453122
2012-07-23 00:45:00.838076  29.28858093820 -87.56078574994
2012-07-23 01:00:00.840959  29.28956601551 -87.56251385094
2012-07-23 01:15:00.843833  29.29059555783 -87.56416172489
2012-07-23 01:30:00.846716  29.29165811563 -87.56575629691
2012-07-23 01:45:00.849599  29.29275522660 -87.56731831026
2012-07-23 02:00:00.852473  29.29389661040 -87.56885735917
2012-07-23 02:15:00.855356  29.29509411253 -87.57037256717
2012-07-23 02:30:00.858239  29.29635680039 -87.57185812227
2012-07-23 02:45:00.861113  29.29768924480 -87.57331003518
2012-07-23 03:00:00.863996  29.29909326823 -87.57472869166
2012-07-23 03:15:00.866879  29.30057092937 -87.57611474230
2012-07-23 03:30:00.869753  29.30212647409 -87.57746208752
2012-07-23 03:45:00.872636  29.30376647410 -87.57875454255
2012-07-23 04:00:00.875519  29.30549817386 -87.57996874272
2012-07-23 04:15:00.878393  29.30732622967 -87.58108066807
2012-07-23 04:30:00.881276  29.30924898488 -87.58207193427
2012-07-23 04:45:00.884160  29.31125786982 -87.58293202775
2012-07-23 05:00:00.887033  29.31334187416 -87.58365438301
2012-07-23 05:15:00.889916  29.31549194306 -87.58422931676
2012-07-23 05:30:00.892800  29.31769818584 -87.58464031276
2012-07-23 05:45:00.895673  29.31994044323 -87.58486771794
2012-07-23 06:00:00.898556  29.32218230892 -87.58489670284
2012-07-23 06:15:00.901440  29.32437879465 -87.58472230383
2012-07-23 06:30:00.904313  29.32649551674 -87.58434973948
2012-07-23 06:45:00.907196  29.32852560830 -87.58379371805
2012-07-23 07:00:00.910080  29.33049065737 -87.58307934387
2012-07-23 07:15:00.912953  29.33242339104 -87.58224405165
2012-07-23 07:30:00.915836  29.33434462734 -87.58133676363
2012-07-23 07:45:00.918720  29.33625120378 -87.58041136026
2012-07-23 08:00:00.921593  29.33812097030 -87.57951629549
2012-07-23 08:15:00.924476  29.33992743435 -87.57868406849
2012-07-23 08:30:00.927360  29.34165148593 -87.57792464905
2012-07-23 08:45:00.930233  29.34328345249 -87.57722714147
2012-07-23 09:00:00.933117  29.34481838949 -87.57657053984
2012-07-23 09:15:00.936000  29.34625193908 -87.57593734556
2012-07-23 09:30:00.938873  29.34758110265 -87.57532035162
2012-07-23 09:45:00.941757  29.34880757047 -87.57471769639
2012-07-23 10:00:00.944640  29.34993773826 -87.57412109029
2012-07-23 10:15:00.947513  29.35097653326 -87.57350873581
2012-07-23 10:30:00.950397  29.35191872637 -87.57285109133
2012-07-23 10:45:00.953280  29.35274537788 -87.57212724726
2012-07-23 11:00:00.956153  29.35343037749 -87.57134119683
2012-07-23 11:15:00.959037  29.35395562512 -87.57052668559
2012-07-23 11:30:00.961920  29.35432671729 -87.56973637440
2012-07-23 11:45:00.964793  29.35457725559 -87.56902059957
2012-07-23 12:00:00.967677  29.35475606054 -87.56840700155
2012-07-23 12:15:00.970560  29.35490560073 -87.56789143615
2012-07-23 12:30:00.973434  29.35504694278 -87.56744369297
2012-07-23 12:45:00.976317  29.35518036806 -87.56702432850
2012-07-23 13:00:00.979200  29.35529921199 -87.56660442700
2012-07-23 13:15:00.982074  29.35540536466 -87.56617817848
2012-07-23 13:30:00.984957  29.35551363193 -87.56576272264
2012-07-23 13:45:00.987840  29.35564126827 -87.56538873408
2012-07-23 14:00:00.990714  29.35579195592 -87.56508913151
2012-07-23 14:15:00.993597  29.35594862855 -87.56488959144
2012-07-23 14:30:00.996480  29.35608202852 -87.56480054774
2012-07-23 14:45:00.999354  29.35616900636 -87.56481107284
2012-07-23 15:00:01.2237  29.35620745307 -87.56488743138
2012-07-23 15:15:01.5120  29.35621780713 -87.56498008638
2012-07-23 15:30:01.7994  29.35623011547 -87.56504055969
2012-07-23 15:45:01.10877  29.35626397001 -87.56504319955
